Tarih,Saat,PTF (TL/MWh),PTF (USD/MWh),PTF (EUR/MWh),Yük Tahmin Planı (MWh),Toplam(MWh),Doğalgaz,Rüzgar,Linyit,Taş Kömür,İthal Kömür,Fueloil,Jeotermal,Barajlı,Nafta,Biyokütle,Akarsu,Gunes,Diğer,Dolar_Kuru
2025-07-03,14:00,1424.99,39.18,36.68,44530.0,28305.39,3916.38,3746.49,3503.4,269.0,7907.29,34.9,996.82,3477.59,0.0,1032.64,1219.42,1992.46,209.0,39.904701232910156
2025-07-03,15:00,1439.99,39.59,37.07,44338.0,29818.08,4315.93,3966.44,3583.6,269.0,8368.7,34.1,972.99,3876.59,0.0,1025.95,1267.39,1929.29,208.1,39.904701232910156
2025-07-03,16:00,1992.0,54.77,51.28,44604.0,32970.63,6330.27,4164.98,3884.1,269.0,8656.7,32.8,955.9,4289.39,0.0,1016.67,1465.53,1698.19,207.1,39.904701232910156
2025-07-03,17:00,2600.0,71.49,66.93,44598.0,38236.8,10507.58,4343.02,3899.5,269.0,8829.7,22.8,961.21,5745.39,0.0,1000.95,1623.38,827.87,206.4,39.904701232910156
2025-07-03,18:00,2800.01,76.99,72.08,44450.0,40433.02,11961.13,4473.15,3718.3,269.0,8803.5,15.8,967.26,6898.58,0.0,986.9,2069.75,63.95,205.7,39.904701232910156
2025-07-03,19:00,2699.01,74.21,69.48,44387.0,40989.31,11874.31,4639.07,3707.6,269.0,8852.5,15.8,984.74,7501.88,0.0,984.13,1953.38,0.0,206.9,39.904701232910156
2025-07-03,20:00,2800.0,76.99,72.08,44540.0,41390.73,11826.94,4654.57,3710.6,269.0,8852.5,15.8,1003.23,7848.78,0.0,985.76,2016.65,0.0,206.9,39.904701232910156
2025-07-03,21:00,2699.01,74.21,69.48,43047.0,40176.11,11588.35,4554.79,3710.6,269.0,8864.5,15.8,1046.97,7130.18,0.0,979.78,1810.54,0.0,205.6,39.904701232910156
2025-07-03,22:00,2200.0,60.49,56.63,41657.0,38566.5,9806.46,4216.55,3552.6,269.0,8839.5,15.8,1094.1,8208.69,0.0,969.92,1388.28,0.0,205.6,39.904701232910156
2025-07-03,23:00,2347.33,64.54,60.42,39787.0,37171.46,9521.86,3790.49,3727.6,269.0,8864.5,15.8,1103.54,7342.69,0.0,971.5,1358.88,0.0,205.6,39.904701232910156
2025-08-03,00:00,2398.01,65.93,61.05,36090.0,34893.83,9741.28,3517.72,3504.6,132.0,8821.2,15.8,1115.61,5410.04,0.0,955.57,1485.11,0.0,194.9,40.66279983520508
2025-08-03,01:00,2349.98,64.6,59.82,34251.0,33112.37,9514.53,3466.32,3508.6,132.0,8821.2,15.8,1121.61,4041.04,0.0,958.23,1368.14,0.0,164.9,40.66279983520508
2025-08-03,02:00,2292.01,63.01,58.35,32972.0,32009.55,9490.62,3373.61,3494.6,132.0,8821.2,15.8,1126.02,3130.04,0.0,962.05,1298.71,0.0,164.9,40.66279983520508
2025-08-03,03:00,2398.0,65.92,61.05,32647.0,31691.59,9696.87,3295.97,3528.6,132.0,8821.2,15.8,1130.7,2707.24,0.0,964.85,1233.46,0.0,164.9,40.66279983520508
2025-08-03,04:00,2599.0,71.45,66.16,33562.0,32582.57,10162.93,3321.85,3608.6,132.0,8821.2,15.8,1134.99,2896.44,0.0,972.64,1351.22,0.0,164.9,40.66279983520508
2025-08-03,05:00,2600.0,71.48,66.19,34104.0,32763.89,10186.12,3295.47,3629.6,132.0,8821.2,15.8,1137.88,3142.14,0.0,970.35,1268.41,0.02,164.9,40.66279983520508
2025-08-03,06:00,2599.0,71.45,66.16,33429.0,31751.41,9569.52,3254.88,3629.6,132.0,8821.2,15.8,1140.39,2669.64,0.0,973.09,1379.69,0.7,164.9,40.66279983520508
2025-08-03,07:00,2399.99,65.98,61.1,32759.0,30979.31,9165.91,3279.82,3629.0,132.0,8669.0,16.8,1140.98,2230.74,0.0,990.01,1417.43,142.72,164.9,40.66279983520508
2025-08-03,08:00,1894.98,52.1,48.24,36036.0,29731.36,6786.37,3219.61,3629.9,132.0,8676.8,20.7,1136.37,2509.04,0.0,1004.09,1487.81,962.87,165.8,40.66279983520508
2025-08-03,09:00,2399.99,65.98,61.1,37427.0,28062.61,4096.32,3012.11,3405.5,132.0,8686.0,23.1,1127.45,3145.94,0.0,1028.55,1582.45,1656.49,166.7,40.66279983520508
2025-08-03,10:00,1650.01,45.36,42.0,37987.0,26883.84,3665.06,2789.9,3368.5,132.0,8304.1,26.2,1112.08,3275.94,0.0,1037.2,1165.07,1840.09,167.7,40.66279983520508
2025-08-03,11:00,1419.85,39.03,36.14,38328.0,25593.35,2932.37,2603.52,3273.2,132.0,7133.7,27.8,1090.93,4022.94,0.0,1043.45,1289.15,1875.79,168.5,40.66279983520508
2025-08-03,12:00,1394.99,38.35,35.51,37656.0,24440.72,2863.87,2545.74,3228.9,132.0,6415.0,28.2,1068.53,3886.54,0.0,1050.18,1183.27,1869.59,168.9,40.66279983520508
2025-08-03,13:00,1000.0,27.49,25.46,37560.0,24257.67,2937.47,2504.87,3232.0,132.0,6207.0,28.0,1044.79,3982.54,0.0,1056.81,1122.38,1840.91,168.9,40.66279983520508
2025-08-03,14:00,1408.85,38.73,35.86,37890.0,24631.08,2935.8,2647.95,3231.5,132.0,6396.0,26.7,1023.95,3951.54,0.0,1056.41,1250.64,1810.39,168.2,40.66279983520508
2025-08-03,15:00,1250.01,34.36,31.82,37776.0,26299.41,2952.68,2756.65,3156.5,132.0,7240.2,25.2,1006.69,4874.04,0.0,1044.34,1217.19,1726.12,167.8,40.66279983520508
2025-08-03,16:00,1650.0,45.36,42.0,38756.0,29061.29,4492.8,2899.4,3300.2,132.0,8226.6,20.9,997.87,4958.04,0.0,1033.57,1325.76,1505.85,168.3,40.66279983520508
2025-08-03,17:00,2599.0,71.45,66.16,40080.0,34558.7,8728.67,2955.99,3412.95,132.0,8737.2,17.8,1001.22,5938.01,0.0,1016.04,1803.01,648.51,167.3,40.66279983520508
2025-08-03,18:00,2995.0,82.34,76.24,40875.0,37261.94,10178.05,3009.49,3431.5,132.0,8822.2,15.8,1015.23,7246.2,0.0,1001.53,2186.3,57.24,166.4,40.66279983520508
2025-08-03,19:00,2949.99,81.1,75.1,40547.0,38583.53,10570.85,3206.6,3435.6,132.0,8821.2,15.8,1036.23,7944.0,0.0,997.83,2258.42,0.0,165.0,40.66279983520508
2025-08-03,20:00,2995.0,82.34,76.24,41155.0,38199.74,10254.5,3245.45,3473.6,132.0,8821.2,15.8,1055.47,7977.4,0.0,994.31,2065.01,0.0,165.0,40.66279983520508
2025-08-03,21:00,2931.01,80.58,74.61,39708.0,37399.59,10029.54,3265.47,3461.6,132.0,8821.2,15.8,1072.92,7433.93,0.0,991.2,2010.93,0.0,165.0,40.66279983520508
2025-08-03,22:00,2498.01,68.67,63.59,38137.0,37136.61,10043.61,3158.43,3432.6,132.0,8821.2,15.8,1087.26,7634.74,0.0,986.43,1659.54,0.0,165.0,40.66279983520508
2025-08-03,23:00,2398.0,65.92,61.05,36161.0,35698.48,9937.33,2912.78,3457.6,132.0,8821.2,15.8,1101.69,6621.74,0.0,987.05,1546.29,0.0,165.0,40.66279983520508
2025-09-03,00:00,2199.99,60.58,55.86,33313.0,33413.63,8916.0,2761.33,3543.35,132.0,8837.0,15.8,1119.91,5407.11,0.0,989.36,1526.57,0.0,165.2,41.16619873046875
2025-09-03,01:00,2298.01,63.28,58.34,31747.0,31771.16,8802.79,2675.46,3574.6,132.0,8837.0,15.8,1123.91,4049.11,0.0,988.1,1406.79,0.0,165.6,41.16619873046875
2025-09-03,02:00,2199.01,60.55,55.83,30757.0,30382.33,8483.05,2596.46,3574.6,132.0,8837.0,15.8,1130.33,3041.14,0.0,983.64,1423.11,0.0,165.2,41.16619873046875
2025-09-03,03:00,2199.0,60.55,55.83,30398.0,29982.81,8787.37,2500.5,3653.6,132.0,8805.5,15.8,1136.51,2432.14,0.0,984.73,1369.46,0.0,165.2,41.16619873046875
2025-09-03,04:00,2498.92,68.81,63.45,30873.0,30745.86,9629.6,2355.58,3650.6,132.0,8805.5,15.8,1140.9,2521.14,0.0,986.05,1343.49,0.0,165.2,41.16619873046875
2025-09-03,05:00,2600.0,71.6,66.01,30972.0,30697.2,9901.97,2026.74,3625.0,132.0,8805.5,15.8,1145.88,2586.14,0.0,982.54,1310.43,0.0,165.2,41.16619873046875
2025-09-03,06:00,2750.0,75.73,69.82,29822.0,29601.29,9070.63,2049.59,3579.6,132.0,8805.5,15.8,1145.69,2158.94,0.0,995.07,1481.88,1.39,165.2,41.16619873046875
2025-09-03,07:00,2494.0,68.68,63.32,28224.0,26533.84,6420.42,1960.26,3556.4,132.0,8705.25,16.8,1142.68,1767.04,0.0,994.76,1507.91,165.12,165.2,41.16619873046875
2025-09-03,08:00,2111.17,58.13,53.6,28451.0,23757.46,3423.58,1951.71,3313.9,132.0,8038.2,20.7,1137.27,1987.74,0.0,1005.69,1541.27,1039.2,166.2,41.16619873046875
2025-09-03,09:00,1408.84,38.79,35.77,28651.0,21419.97,2856.06,1740.91,3123.9,132.0,5772.1,25.1,1127.66,2300.94,0.0,1002.53,1432.97,1738.8,167.0,41.16619873046875
2025-09-03,10:00,446.94,12.31,11.35,28991.0,19978.47,2847.16,1506.17,3135.3,132.0,4522.0,30.2,1109.88,2242.94,0.0,995.42,1364.98,1924.32,168.1,41.16619873046875
2025-09-03,11:00,124.11,3.42,3.15,29576.0,19734.47,2860.46,1341.42,3118.4,132.0,4057.0,32.8,1086.52,2987.84,0.0,1003.32,1121.81,1824.0,168.9,41.16619873046875
2025-09-03,12:00,81.0,2.23,2.06,29892.0,19603.94,2859.98,1433.55,3078.0,132.0,4057.0,35.2,1063.24,2927.64,0.0,1013.9,1037.25,1796.98,169.2,41.16619873046875
2025-09-03,13:00,100.0,2.75,2.54,30296.0,19669.81,2864.48,1448.36,3083.3,132.0,4057.0,35.0,1033.3,2911.64,0.0,1021.81,1106.56,1807.16,169.2,41.16619873046875
2025-09-03,14:00,128.92,3.55,3.27,30722.0,19966.13,2881.28,1487.53,3128.3,132.0,4056.0,34.2,1015.56,3049.64,0.0,1022.38,1211.71,1778.63,168.9,41.16619873046875
2025-09-03,15:00,499.99,13.77,12.69,31124.0,21087.99,2907.39,1536.29,3222.4,132.0,4882.7,33.2,997.51,3003.64,0.0,1013.61,1466.92,1724.13,168.2,41.16619873046875
2025-09-03,16:00,1888.99,52.02,47.96,32575.0,25593.51,3986.01,1453.89,3461.9,132.0,7336.0,27.9,992.96,3888.44,0.0,1017.23,1651.85,1476.73,168.6,41.16619873046875
2025-09-03,17:00,2595.46,71.47,65.9,35065.0,30619.35,8231.71,1345.64,3552.43,132.0,8109.9,22.8,997.91,4324.14,0.0,1004.51,2009.82,720.89,167.6,41.16619873046875
2025-09-03,18:00,2995.0,82.47,76.04,36819.0,34936.93,10359.97,1221.18,3577.5,132.0,8557.2,15.8,1014.83,6347.93,0.0,1000.19,2483.06,60.57,166.7,41.16619873046875
2025-09-03,19:00,2949.99,81.23,74.9,36821.0,36153.66,10904.99,1125.06,3623.5,132.0,8556.2,15.8,1034.42,7217.53,0.0,999.76,2379.1,0.0,165.3,41.16619873046875
2025-09-03,20:00,2950.0,81.23,74.9,37654.0,36770.54,11484.26,1088.08,3682.5,132.0,8556.2,15.8,1056.27,7236.33,0.0,995.76,2358.04,0.0,165.3,41.16619873046875
2025-09-03,21:00,2949.99,81.23,74.9,36319.0,35571.52,11265.31,1039.02,3680.5,132.0,8572.0,15.8,1075.52,6394.83,0.0,993.61,2237.63,0.0,165.3,41.16619873046875
2025-09-03,22:00,2400.99,66.12,60.96,35159.0,34726.21,10695.6,959.0,3716.5,132.0,8572.0,15.8,1089.36,6539.84,0.0,986.41,1854.4,0.0,165.3,41.16619873046875
2025-09-03,23:00,2399.99,66.09,60.93,33910.0,33828.9,10315.85,968.39,3716.5,132.0,8572.0,15.8,1105.2,6028.34,0.0,986.31,1823.21,0.0,165.3,41.16619873046875
2025-10-03,00:00,2425.0,66.78,61.57,32599.0,32345.48,9840.44,991.62,3749.5,132.0,8682.0,15.5,1116.5,4836.94,0.0,962.84,1852.64,0.0,165.5,41.64179992675781
2025-10-03,01:00,2349.98,64.71,59.66,31042.0,30672.12,9121.27,1068.55,3787.5,132.0,8852.0,15.5,1121.32,3502.44,0.0,960.44,1945.6,0.0,165.5,41.64179992675781
2025-10-03,02:00,2193.0,60.39,55.68,30202.0,29413.46,8697.49,1160.45,3827.5,132.0,8852.0,15.5,1127.52,2661.44,0.0,961.24,1812.82,0.0,165.5,41.64179992675781
2025-10-03,03:00,2009.01,55.32,51.01,30300.0,29252.5,8570.02,1258.19,3826.5,135.0,8852.0,15.5,1133.71,2563.44,0.0,962.94,1769.7,0.0,165.5,41.64179992675781
2025-10-03,04:00,2300.01,63.33,58.4,31585.0,30324.06,9543.86,1275.87,3826.5,135.0,8852.0,15.5,1138.5,2709.44,0.0,969.94,1691.95,0.0,165.5,41.64179992675781
2025-10-03,05:00,2450.01,67.46,62.2,32480.0,30773.03,10000.63,1254.1,3829.5,135.0,8852.0,15.5,1141.88,2661.44,0.0,969.04,1748.41,0.03,165.5,41.64179992675781
2025-10-03,06:00,2800.0,77.1,71.09,32172.0,30557.38,9926.18,1295.58,3859.5,255.0,8852.0,15.5,1143.99,2104.74,0.0,975.6,1961.88,1.91,165.5,41.64179992675781
2025-10-03,07:00,2674.99,73.66,67.92,32588.0,30714.66,10151.04,1372.27,3767.3,269.0,8838.0,17.5,1144.58,1932.74,0.0,981.05,1897.7,177.98,165.5,41.64179992675781
2025-10-03,08:00,2950.0,81.23,74.9,37741.0,33137.35,10085.72,1591.07,3776.1,269.0,8846.0,26.4,1140.87,2826.44,0.0,1002.24,2265.46,1110.25,197.8,41.64179992675781
2025-10-03,09:00,2600.0,71.6,66.01,40514.0,32573.03,9201.28,1736.79,3810.5,269.0,8860.0,33.8,1130.56,2516.14,0.0,1016.73,1983.38,1786.25,228.6,41.64179992675781
2025-10-03,10:00,2480.81,68.31,62.99,41340.0,30702.73,7162.99,1933.99,3760.05,269.0,8868.0,33.7,1115.28,2436.64,0.0,1026.31,1946.17,1922.3,228.3,41.64179992675781
2025-10-03,11:00,2198.01,60.53,55.81,42291.0,29612.36,5610.35,1992.45,3786.5,269.0,8692.0,34.2,1094.53,2955.64,0.0,1031.0,1961.08,1956.51,229.1,41.64179992675781
2025-10-03,12:00,1650.0,45.44,41.89,41497.0,28067.72,4758.64,2117.98,3546.7,269.0,8607.8,35.0,1069.74,2800.44,0.0,1033.92,1668.44,1930.66,229.4,41.64179992675781
2025-10-03,13:00,1615.99,44.5,41.03,41498.0,28145.68,4674.57,2325.01,3585.3,269.0,8636.0,34.5,1046.0,2707.44,0.0,1035.55,1703.89,1899.02,229.4,41.64179992675781
2025-10-03,14:00,1650.0,45.44,41.89,41971.0,29780.99,5318.58,2498.15,3546.5,269.0,8587.4,34.2,1022.26,3518.04,0.0,1034.05,1860.37,1863.34,229.1,41.64179992675781
2025-10-03,15:00,1880.01,51.77,47.73,41885.0,31206.77,6267.95,2625.63,3693.2,269.0,8788.2,33.6,1004.91,3566.74,0.0,1024.89,1939.36,1764.89,228.4,41.64179992675781
2025-10-03,16:00,2578.33,71.0,65.46,42306.0,34203.74,8339.33,2629.5,3739.85,269.0,8822.5,31.5,996.16,4550.34,0.0,1015.43,2070.45,1512.18,227.5,41.64179992675781
2025-10-03,17:00,2900.0,79.86,73.63,42663.0,38050.94,11188.06,2541.62,3808.4,269.0,8813.5,22.5,1003.83,5992.24,0.0,998.83,2419.0,766.16,227.8,41.64179992675781
2025-10-03,18:00,2949.99,81.23,74.9,42805.0,40021.31,11651.93,2655.64,3797.9,269.0,8838.0,16.5,1020.73,7686.53,0.0,986.81,2801.76,69.61,226.9,41.64179992675781
2025-10-03,19:00,2940.01,80.96,74.64,42088.0,40363.99,11710.86,2854.46,3773.6,269.0,8837.0,15.5,1042.04,7814.29,0.0,988.44,2833.3,0.0,225.5,41.64179992675781
2025-10-03,20:00,2936.47,80.86,74.55,42814.0,40917.42,11767.87,3142.44,3794.6,269.0,8837.0,15.5,1061.77,8021.23,0.0,979.89,2802.62,0.0,225.5,41.64179992675781
2025-10-03,21:00,2848.0,78.42,72.31,41059.0,39955.02,11487.14,3497.02,3790.6,269.0,8852.0,15.5,1078.6,7066.43,0.0,982.57,2690.66,0.0,225.5,41.64179992675781
2025-10-03,22:00,2280.46,62.8,57.9,39463.0,38654.33,9734.02,3896.0,3793.6,269.0,8852.0,15.5,1093.65,7486.04,0.0,976.55,2312.47,0.0,225.5,41.64179992675781
2025-10-03,23:00,2299.98,63.33,58.39,37927.0,37328.23,8736.49,4211.36,3795.6,269.0,8852.0,15.5,1105.6,6855.04,0.0,975.55,2286.59,0.0,225.5,41.64179992675781
2025-11-03,00:00,2645.0,72.83,67.15,34821.0,35225.55,6667.15,4550.48,3812.6,269.0,9408.0,15.5,1111.04,5635.94,0.0,971.54,2547.48,12.22,224.6,42.03961944580078
2025-11-03,01:00,2304.99,63.47,58.52,33695.0,33384.86,6196.69,4767.15,3787.1,269.0,9408.0,15.5,1118.27,4063.24,0.0,972.99,2552.19,10.12,224.61,42.03961944580078
2025-11-03,02:00,2200.01,60.58,55.86,32982.0,32288.82,5693.17,4935.32,3768.1,269.0,9408.0,15.5,1125.18,3461.24,0.0,966.44,2411.89,10.37,224.61,42.03961944580078
2025-11-03,03:00,2000.0,55.07,50.78,32915.0,31927.04,5597.87,5111.42,3767.1,269.0,9408.0,15.5,1129.53,3123.64,0.0,969.64,2300.64,10.09,224.61,42.03961944580078
2025-11-03,04:00,2000.01,55.07,50.78,33583.0,32724.7,6225.37,5244.49,3813.6,269.0,9408.0,15.5,1135.87,3158.64,0.0,974.95,2242.92,11.74,224.62,42.03961944580078
2025-11-03,05:00,1940.0,53.42,49.25,34067.0,32921.05,6153.17,5328.18,3813.6,269.0,9408.0,15.5,1139.43,3233.64,0.0,980.27,2333.54,21.98,224.74,42.03961944580078
2025-11-03,06:00,2496.0,68.73,63.37,33691.0,32593.1,6215.2,5393.16,3816.6,269.0,9408.0,15.5,1140.76,2714.14,0.0,985.91,2328.93,80.62,225.28,42.03961944580078
2025-11-03,07:00,2000.01,55.07,50.78,33618.0,32917.63,5503.02,5571.14,3815.4,269.0,9409.0,17.5,1140.75,2559.14,0.0,980.93,2364.38,1058.39,228.98,42.03961944580078
2025-11-03,08:00,2389.75,65.81,60.67,37703.0,37318.44,5611.35,5823.16,3819.0,269.0,9157.0,26.0,1135.73,3298.17,0.0,997.64,2567.06,4372.76,241.57,42.03961944580078
2025-11-03,09:00,2175.0,59.89,55.22,40594.0,38309.87,4004.71,5918.24,3613.9,269.0,8304.8,33.9,1127.21,3424.42,0.0,1016.19,2537.27,7799.88,260.35,42.03961944580078
2025-11-03,10:00,1424.99,39.24,36.18,41645.0,38503.51,3150.11,5963.16,3333.1,269.0,7150.4,33.7,1110.03,3979.34,0.0,1027.66,2374.24,9834.5,278.27,42.03961944580078
2025-11-03,11:00,999.99,27.54,25.39,42612.0,36590.87,2458.9,6164.47,3141.7,269.0,5204.89,34.2,1088.2,3946.44,0.0,1043.38,2218.03,10729.52,292.14,42.03961944580078
2025-11-03,12:00,130.01,3.58,3.3,41929.0,35014.4,2458.68,6355.6,3075.3,269.0,4548.74,35.0,1067.76,3178.24,0.0,1034.33,1690.81,11002.25,298.69,42.03961944580078
2025-11-03,13:00,130.0,3.58,3.3,42077.0,35299.11,2459.0,6965.41,3061.2,269.0,4548.77,34.5,1046.89,3170.24,0.0,1032.9,1588.43,10823.94,298.83,42.03961944580078
2025-11-03,14:00,148.99,4.1,3.78,42559.0,36203.1,2608.26,7399.03,3219.7,269.0,4542.74,34.2,1028.31,3390.34,0.0,1029.12,1898.73,10489.92,293.75,42.03961944580078
2025-11-03,15:00,170.01,4.68,4.32,42536.0,36565.1,2794.76,7731.16,3298.5,269.0,5063.54,33.6,1012.78,3653.84,0.0,1028.74,1947.66,9449.22,282.3,42.03961944580078
2025-11-03,16:00,1413.09,38.91,35.88,42945.0,38638.72,3102.38,7807.07,3380.9,269.0,6729.46,31.5,1000.52,5504.64,0.0,1027.9,2400.26,7117.81,267.28,42.03961944580078
2025-11-03,17:00,2300.0,63.33,58.39,42629.0,39307.26,4543.4,7655.19,3663.25,269.0,8042.8,22.5,1002.75,6574.44,0.0,1015.5,2828.28,3441.14,249.01,42.03961944580078
2025-11-03,18:00,2593.45,71.41,65.85,42289.0,40075.46,6125.42,7584.76,3675.1,269.0,9374.47,16.5,1013.34,7206.73,0.0,995.09,2986.66,596.95,231.44,42.03961944580078
2025-11-03,19:00,2413.63,66.46,61.28,41594.0,40297.52,6458.26,7633.68,3783.4,269.0,9375.0,15.5,1033.8,7352.43,0.0,996.75,3117.83,36.62,225.25,42.03961944580078
2025-11-03,20:00,2593.46,71.42,65.85,42092.0,40843.88,6530.35,7679.99,3793.6,269.0,9375.0,15.5,1057.13,7717.03,0.0,994.06,3175.58,11.89,224.75,42.03961944580078
2025-11-03,21:00,2513.71,69.22,63.82,40571.0,39471.85,5930.35,7743.78,3754.6,269.0,9391.64,15.5,1074.89,7103.23,0.0,992.01,2960.72,11.31,224.82,42.03961944580078
2025-11-03,22:00,1894.97,52.18,48.11,39198.0,38148.42,4001.87,7771.95,3689.6,269.0,9381.78,15.5,1089.03,7987.54,0.0,984.67,2718.11,10.96,228.41,42.03961944580078
2025-11-03,23:00,1894.97,52.18,48.11,38040.0,36660.05,3667.0,7700.04,3622.6,269.0,9406.58,15.5,1097.84,7090.54,0.0,982.88,2568.17,10.5,229.4,42.03961944580078
2025-12-03,00:00,2304.99,63.23,58.33,36499.0,34424.45,3618.46,7550.34,3559.1,236.0,9190.0,15.5,1104.23,5270.44,0.0,971.34,2677.63,7.28,224.13,42.45227813720703
2025-12-03,01:00,2244.99,61.58,56.81,34964.0,32817.84,3619.19,7540.67,3522.1,230.0,9190.0,15.5,1112.42,3793.44,0.0,969.95,2595.13,5.4,224.04,42.45227813720703
2025-12-03,02:00,1998.0,54.81,50.56,33900.0,31463.24,3390.1,7376.04,3473.1,269.0,9190.0,15.5,1118.07,2965.94,0.0,959.06,2477.06,5.33,224.04,42.45227813720703
2025-12-03,03:00,1499.99,41.15,37.96,33801.0,31553.41,3216.84,7301.14,3495.1,269.0,9190.0,15.5,1123.6,3325.44,0.0,960.99,2426.53,4.83,224.44,42.45227813720703
2025-12-03,04:00,2196.0,60.24,55.57,34651.0,32599.2,3955.6,7084.32,3530.1,269.0,9190.0,15.5,1127.03,3687.94,0.0,958.93,2549.83,6.4,224.55,42.45227813720703
2025-12-03,05:00,2425.0,66.52,61.37,35078.0,32576.73,4309.18,6907.97,3611.1,269.0,9190.0,15.5,1131.98,3372.94,0.0,962.06,2563.75,18.56,224.69,42.45227813720703
2025-12-03,06:00,2599.99,71.32,65.8,34680.0,32115.38,4161.61,6891.9,3522.1,269.0,9190.0,15.5,1134.16,2938.84,0.0,969.14,2705.07,92.98,225.08,42.45227813720703
2025-12-03,07:00,2499.68,68.57,63.26,34628.0,32573.95,3393.23,6948.92,3488.1,269.0,9191.0,17.5,1129.14,3031.54,0.0,978.68,2672.91,1217.02,236.91,42.45227813720703
2025-12-03,08:00,2750.0,75.43,69.59,38268.0,36916.71,3368.97,7032.91,3471.5,269.0,9004.0,21.5,1120.45,3568.74,0.0,997.3,2862.08,4943.66,256.6,42.45227813720703
2025-12-03,09:00,2072.68,56.85,52.45,40273.0,39064.14,2656.54,7085.87,3364.2,269.0,8553.5,23.5,1106.08,3291.54,0.0,1020.51,2642.57,8770.82,280.01,42.45227813720703
2025-12-03,10:00,1499.98,41.15,37.96,40772.0,39470.56,2161.0,7222.07,3253.4,269.0,6983.1,28.0,1089.89,3508.64,0.0,1021.25,2502.36,11132.15,299.7,42.45227813720703
2025-12-03,11:00,1405.05,38.54,35.56,41040.0,39257.79,2151.51,7351.88,3212.9,269.0,5734.0,28.8,1068.19,3224.64,0.0,1024.41,2415.97,12461.69,314.8,42.45227813720703
2025-12-03,12:00,500.01,13.72,12.65,40393.0,38490.57,2050.19,7379.67,3211.2,269.0,5061.5,28.9,1042.83,3112.04,0.0,1015.78,2026.58,12969.25,323.63,42.45227813720703
2025-12-03,13:00,582.0,15.96,14.73,40715.0,38298.59,2129.13,7529.3,3247.8,269.0,5061.5,26.2,1015.26,2822.04,0.0,1020.62,2018.07,12835.3,324.37,42.45227813720703
2025-12-03,14:00,1405.04,38.54,35.56,40635.0,38739.22,2420.09,7555.2,3228.0,269.0,5631.7,25.5,993.69,2947.64,0.0,1033.19,2272.74,12046.56,315.91,42.45227813720703
2025-12-03,15:00,1499.98,41.15,37.96,40465.0,38182.17,2451.05,7355.11,3290.0,269.0,6365.8,24.5,977.29,3521.64,0.0,1018.14,2257.33,10352.6,299.71,42.45227813720703
2025-12-03,16:00,1828.01,50.14,46.26,41051.0,39210.96,3085.53,6984.95,3460.79,269.0,8349.6,22.2,967.54,4741.64,0.0,998.88,2528.06,7527.09,275.68,42.45227813720703
2025-12-03,17:00,2588.01,70.99,65.5,41694.0,39671.24,5511.68,6644.29,3561.05,269.0,9143.7,19.5,971.13,5840.14,0.0,996.91,2999.6,3463.1,251.14,42.45227813720703
2025-12-03,18:00,2799.99,76.81,70.86,42192.0,39674.69,7624.58,6446.68,3577.7,269.0,9314.0,16.5,987.57,6354.63,0.0,991.7,3291.61,571.88,228.84,42.45227813720703
2025-12-03,19:00,2774.64,76.11,70.22,41823.0,39580.79,7680.72,6400.73,3577.6,269.0,9314.0,15.5,1013.14,6677.73,0.0,960.44,3415.55,30.11,226.27,42.45227813720703
2025-12-03,20:00,2799.99,76.81,70.86,42285.0,39885.02,7735.65,6401.63,3487.6,269.0,9314.0,15.5,1039.83,7135.73,0.0,965.28,3288.29,6.63,225.88,42.45227813720703
2025-12-03,21:00,2736.13,75.05,69.24,40907.0,38735.85,7647.64,6521.29,3481.6,269.0,9190.0,15.5,1056.47,6187.13,0.0,958.97,3178.03,5.67,224.55,42.45227813720703
2025-12-03,22:00,2020.0,55.41,51.12,39933.0,37697.08,6043.79,6462.05,3476.35,269.0,9190.0,15.5,1073.16,7163.54,0.0,962.39,2811.35,5.41,224.54,42.45227813720703
2025-12-03,23:00,2174.99,59.66,55.04,38911.0,36345.83,5223.47,6481.48,3480.95,269.0,9160.0,15.5,1082.9,6630.54,0.0,959.2,2813.09,5.17,224.53,42.45227813720703
2025-01-04,00:00,2599.01,68.82,63.85,27866.0,25984.57,1123.43,5526.01,2448.3,0.0,4559.0,7.8,1104.95,5951.74,0.0,997.89,4096.76,6.19,162.5,35.3922004699707
2025-01-04,01:00,1939.99,51.37,47.66,26343.0,24281.14,725.78,5819.1,2267.3,0.0,4239.0,7.8,1108.3,4822.54,0.0,987.96,4136.21,4.65,162.5,35.3922004699707
2025-01-04,02:00,1399.99,37.07,34.4,24943.0,23105.16,707.69,5932.9,2065.0,0.0,3744.0,0.8,1110.8,4397.44,0.0,979.76,3999.26,5.01,162.5,35.3922004699707
2025-01-04,03:00,1554.1,41.15,38.18,24207.0,22300.58,690.69,6122.85,2033.0,0.0,3176.0,0.8,1114.8,4081.64,0.0,971.08,3942.35,4.87,162.5,35.3922004699707
2025-01-04,04:00,785.45,20.8,19.3,23672.0,22398.94,692.59,6342.92,2223.0,0.0,3036.0,0.8,1118.5,4069.84,0.0,967.89,3779.34,5.56,162.5,35.3922004699707
2025-01-04,05:00,999.79,26.47,24.56,22865.0,22448.86,689.69,6518.2,2223.0,0.0,3016.0,0.8,1119.75,3958.44,0.0,968.32,3769.01,23.02,162.63,35.3922004699707
