Tarih,Saat,Doğalgaz,Barajlı,Linyit,Akarsu,İthal Kömür,Rüzgar,Güneş,Fuel Oil,Jeotermal,Biyokütle,PTF (TL/MWH),Yük Tahmin Planı (MWh)
29.01.2025,17:00,13553.29,7085.06,4357.2,1753,10070.17,4362.25,241.76,88.29,1293.83,1009.56,"3,000.00","46,137.00"
29.01.2025,18:00,14118.75,8830.68,4289.24,1817.96,10099.39,4268.05,2.55,88.31,1315.76,1003.34,"3,000.00","46,176.00"
29.01.2025,19:00,13968.71,8687.33,4202.03,1635.83,10104.77,4335.84,0.01,87.81,1332.92,989.52,"3,000.00","45,480.00"
29.01.2025,20:00,14102.97,7542.6,4106.37,1484.05,10101.63,4445.24,0.01,87.32,1343.99,979.4,"2,950.00","44,449.00"
29.01.2025,21:00,13764.94,6657.24,4154.24,1430.8,10114.8,4620.21,0.01,87.02,1358.77,994.3,"2,899.01","43,327.00"
29.01.2025,22:00,12051.09,6919.18,4096.3,1289.02,10102.78,4743.48,0.01,88.52,1367.11,992.28,"2,548.12","41,987.00"
29.01.2025,23:00,10893.77,6593.98,4144.66,1218.56,10123.68,4757.13,0.01,87.72,1369.07,990.61,"2,538.39","40,487.00"
30.01.2025,00:00,10859.96,4405.65,4095.22,1195.03,10135.53,4848.29,0.01,87.41,1379.63,989.68,"2,790.01","38,236.00"
30.01.2025,01:00,10722.94,2694.13,4092.22,1104.4,10090.69,4700.24,0.01,87.81,1381.42,990.23,"2,645.11","36,117.00"
30.01.2025,02:00,10248.93,1714.96,4115.75,1007.67,10113.43,4770.78,0.01,87.71,1384.36,954.61,"2,517.30","34,640.00"
30.01.2025,03:00,9846.83,1467.09,4116.48,855.17,10114.58,4796.01,0.01,87.41,1384.96,946.07,"2,124.99","33,598.00"
30.01.2025,04:00,9798.9,1288.76,4136.94,764.13,10116.23,4692.67,0.01,87.61,1387.53,951.99,"2,270.00","33,503.00"
30.01.2025,05:00,10241.54,1285.78,4144.33,720.69,10115.89,4555,0.05,88.41,1388.17,953.81,"2,524.38","33,954.00"
30.01.2025,06:00,11152.38,1547.31,4035.55,754.5,10119.23,4535.38,3.11,87.61,1375.99,962.16,"2,499.99","35,147.00"
30.01.2025,07:00,12061.18,2771.89,4056.2,970.77,10121.09,4506.84,53.12,88.91,1359.93,996.73,"2,839.45","37,822.00"
30.01.2025,08:00,12303.53,5733.7,4078.69,1394.11,10136.53,4308.66,501.57,95.49,1354.5,955.99,"3,000.00","44,283.00"
30.01.2025,09:00,11759.59,4808.49,4071.35,1397.18,10142.8,4022.64,1678.87,85.41,1356.18,968.92,"3,000.00","47,155.00"
30.01.2025,10:00,10895.1,3292.37,4110.52,1237.24,10135.45,3801.35,2152.58,83.92,1366.97,1026.55,"2,788.38","47,714.00"
30.01.2025,11:00,10485.34,3278.43,3980.25,985.72,10133.53,3428.64,2147.18,76.3,1354.66,1022.37,"2,100.00","47,787.00"
30.01.2025,12:00,9538.6,2554.95,4063.54,920.45,9639.7,3080.42,2101.46,80.08,1343.49,1006.17,"1,799.98","46,028.00"
30.01.2025,13:00,10187.2,3002.32,4070.18,961.92,9961.99,2581.03,2067.21,81.24,1335.72,1013.34,"2,188.38","46,048.00"
30.01.2025,14:00,11736.72,3308.12,4059.2,946.34,10143.9,2201.25,2039.73,81.23,1332.86,1008.15,"2,270.00","45,934.00"
30.01.2025,15:00,13181.64,3884.44,4117.26,1004.24,10148.05,1755.08,1891.36,81.84,1329.45,1000.29,"2,497.99","45,331.00"
30.01.2025,16:00,14482.48,6488.24,4136.99,1385.08,10122.72,1295.09,1034.18,83.05,1331.22,1007.07,"2,990.22","45,791.00"
30.01.2025,17:00,14354.49,11034.97,4143.21,1896.33,10126.47,1121.01,186.01,85.45,1339.57,996.75,"3,000.00","46,477.00"
30.01.2025,18:00,14524.38,12138.19,4122.91,1959.26,10101.84,1094.99,1.16,87.94,1344.54,1000.63,"3,000.00","46,605.00"
30.01.2025,19:00,14576.51,11360.28,4073.39,1791.99,10107.6,1149.33,0.01,87.3,1346.97,997.67,"3,000.00","46,133.00"
30.01.2025,20:00,14518.65,10341.3,4139.14,1560.49,10100,1243.78,0.01,86.6,1351.19,995.11,"3,000.00","45,317.00"
30.01.2025,21:00,13682.65,8989.57,4123.52,1409.42,10118.63,1342.67,0.01,87.31,1356.57,993.25,"3,000.00","44,339.00"
30.01.2025,22:00,14518.96,7974.29,4126.18,1282.12,10135.59,1336.26,0.01,87.1,1360.63,1002.76,"3,000.00","42,952.00"
30.01.2025,23:00,14036.35,7396.52,4100.11,1200.38,10128.59,1085.12,0.01,87.1,1347.44,995.4,"2,898.99","41,290.00"
31.01.2025,00:00,13075.33,6264.52,4135.29,1209.7,10140.37,1029.47,0.01,87.8,1371.46,968.43,"2,799.99","38,164.00"
31.01.2025,01:00,13136.9,4019.15,4157.81,1135.42,10080.61,999.9,0.01,87.5,1378.01,976.42,"2,699.99","36,241.00"
31.01.2025,02:00,13022.55,2634.54,4142.35,1071.11,10110.62,1001.11,0.01,87.3,1382.1,979.04,"2,540.93","34,841.00"
31.01.2025,03:00,13193.12,1533.04,4141.38,970.79,10121.41,1097.51,0.01,87.49,1386.56,980,"2,487.39","33,702.00"
31.01.2025,04:00,12879.04,1468.7,4292.7,869.58,10111.1,898.17,0.05,87.19,1371.7,968.18,"2,364.56","33,449.00"
31.01.2025,05:00,13253.65,1538.25,4382.41,878.67,10141.94,739.47,0.05,86.38,1374.54,963.82,"2,487.38","33,835.00"
31.01.2025,06:00,13577.67,2097.52,4451.41,993.81,10128.53,643.35,2.93,86.68,1376.07,964.75,"2,800.00","35,006.00"
31.01.2025,07:00,13690.36,3885.47,4510.9,1273.11,10126.43,691.37,37.88,87.4,1377.95,947.08,"3,000.00","37,422.00"
31.01.2025,08:00,13652.85,7327.26,4539.39,1462.78,10148.07,849.77,463.65,84.6,1379.71,964.96,"3,000.00","43,712.00"
31.01.2025,09:00,12836.85,6737.87,4571.41,1543.29,10146.51,889.85,1430.56,81.01,1372.21,956.33,"3,000.00","46,923.00"
31.01.2025,10:00,12632.29,4493.66,4649.22,1327.77,10161.48,724.28,1942.9,79.52,1360.07,984.44,"2,888.39","47,464.00"
31.01.2025,11:00,11204.82,4402.35,4585.3,1180.6,10154.58,672.43,2076.45,79.07,1357.4,992.66,"2,418.39","47,405.00"
31.01.2025,12:00,8939.39,3628.45,4492.92,1032.08,10130.83,713.13,2068.19,81.31,1345.33,997.42,"1,799.98","45,388.00"
31.01.2025,13:00,8815.62,3023.9,4463.63,961.57,9554.29,772.92,2005.47,80.28,1333.58,997.37,"1,799.98","44,865.00"
31.01.2025,14:00,9860.12,3493.52,4481.55,1017.32,10061.21,873.48,1967.59,86.31,1320.27,993.42,"2,026.00","45,054.00"
31.01.2025,15:00,11411.9,4083.48,4318.66,1099.71,10131.73,900.73,1814.89,83.11,1310.77,991.1,"2,399.99","44,468.00"
31.01.2025,16:00,13296.16,5827.77,4334.82,1277.97,10143.26,905.74,1164.71,87,1303.07,997.61,"2,888.39","44,923.00"
31.01.2025,17:00,14561.32,8802.8,4346.94,1854.75,10137.41,1074.32,246.23,87.48,1305.28,994.35,"3,000.00","45,657.00"
31.01.2025,18:00,14792.14,10063.71,4393.2,1966.75,10128.09,1325.26,2.55,87.07,1322.34,996.7,"3,000.00","45,797.00"
31.01.2025,19:00,14746.38,9839.85,4396.23,1809.17,10131.66,1592.28,0.01,86.68,1338.85,985.24,"3,000.00","45,185.00"
31.01.2025,20:00,14708.57,8808.65,4369.63,1569.71,10109.66,1731.27,0.01,87.9,1351.27,983.29,"3,000.00","44,213.00"
31.01.2025,21:00,14673.63,7663.39,4353.69,1536.23,10123.25,1891.09,0.01,88.5,1361.13,975.51,"3,000.00","43,142.00"
31.01.2025,22:00,14377.12,6663.99,4352.23,1392.93,10118.63,1860.77,0.01,88.5,1374.56,992.38,"2,898.99","41,663.00"
31.01.2025,23:00,14062.97,5737.08,4331.51,1311.46,10114.46,1779.31,0.01,88.81,1381.81,981.47,"2,846.66","39,977.00"
01.02.2025,00:00,13128.85,4866.26,4354.98,1147.08,10131.16,1621.54,0.01,89,1368.47,968.78,"2,989.16","38,066.00"
01.02.2025,01:00,12559.03,3601.15,4318.39,1082.01,10134.58,1636.41,0.01,88.85,1378.6,964.05,"2,989.99","35,784.00"
01.02.2025,02:00,12037.55,2570.96,4334.07,977.79,10124.39,1761.84,0.01,89.73,1371.38,964.07,"2,950.00","33,868.00"
01.02.2025,03:00,11652.84,1966.28,4294.26,929.84,10132.64,1835.51,0.01,88.64,1372.35,958.57,"2,899.99","32,703.00"
01.02.2025,04:00,11522.08,1725.87,4323.01,771.57,10119.81,1851.31,0.01,88.24,1382.88,941.11,"2,706.15","32,272.00"
01.02.2025,05:00,11681.05,1730.87,4358.96,739.86,10131.95,1817.65,0.06,88.44,1395.59,946.73,"2,894.44","32,491.00"
01.02.2025,06:00,12038.68,2140.52,4351.5,845.33,10106.75,1698.96,2.93,88.94,1399.02,960.3,"2,950.00","33,312.00"
01.02.2025,07:00,12306.21,2771.28,4355.75,1003,10102.83,1667.13,40.62,89.64,1394.55,973.88,"2,988.99","34,924.00"
01.02.2025,08:00,12674.13,3608.34,4289.75,1259.02,10121.81,1530.6,459.64,84.62,1390.79,983.38,"2,990.00","38,398.00"
01.02.2025,09:00,11221.24,3271.76,4223.58,1177.4,10131.76,1415.1,1521.25,90.55,1370.82,980.03,"2,899.00","40,637.00"
01.02.2025,10:00,9432.04,3306.28,4235.39,993.12,9936.44,1203.31,2046.37,89.83,1359.86,1001.12,"2,025.11","41,909.00"
01.02.2025,11:00,8009.02,3186.16,4286.41,868.11,10048.25,1071.33,2150.28,90.24,1344.89,999.08,"2,393.38","42,129.00"
01.02.2025,12:00,7024.28,2884,4259.47,802.92,8969.84,1080.63,2167.45,82.64,1326.59,1006.14,"1,799.98","40,959.00"
01.02.2025,13:00,7461,2988.69,4239.85,782.06,8328.02,1013.05,2165.31,88.42,1311.29,976.56,"1,799.98","40,583.00"
01.02.2025,14:00,7710.64,3002.21,4280.48,861.47,8959.28,909.84,2148.76,88.81,1294.02,971.2,"1,999.99","40,559.00"
01.02.2025,15:00,8633.4,3316.12,4310.98,905.87,9220.74,978.69,1987.36,85.19,1280.53,1004.91,"2,200.01","40,348.00"
01.02.2025,16:00,11475.64,4415.97,4323.83,1050,8795.67,1064.72,1292.27,85.89,1274.38,1007.84,"2,399.98","40,985.00"
01.02.2025,17:00,13427.95,6380.48,4157.21,1596.47,10005.67,1272.43,265.82,86.69,1282.53,967.95,"2,995.00","42,254.00"
01.02.2025,18:00,14251.21,8481.12,4125.63,1909.53,10145.14,1558.88,3.07,87.89,1303.04,971.95,"3,000.00","43,373.00"
01.02.2025,19:00,14063.48,8888.91,4152.45,1745.51,10126.03,1816.06,-0.13,88.39,1325.09,1007.68,"3,000.00","43,139.00"
01.02.2025,20:00,13993.17,7878.73,4144.8,1468.47,10118.55,2209.66,0.01,88.09,1319.55,1013.56,"2,992.00","42,166.00"
01.02.2025,21:00,13736.78,6676.17,4161.09,1338.27,10120.24,2625.62,0.01,88.19,1346.54,1012.99,"2,989.99","40,901.00"
01.02.2025,22:00,12837.46,6412.04,4200.55,1045.21,10118.49,2901.85,0.01,87.8,1356.59,986.85,"2,700.00","39,812.00"
01.02.2025,23:00,12126.42,5587.82,4177.82,955.31,10122.07,2851.83,0.01,88.1,1340.63,977.49,"2,644.00","38,052.00"
02.02.2025,00:00,11673.85,3678.01,4264.44,888.17,10111.04,2936.33,0.01,88,1298.09,962.21,"2,688.77","35,247.00"
02.02.2025,01:00,11158.94,2301.64,4372.75,817.41,10124.29,2757.89,0.01,88.36,1297.28,969.72,"2,500.02","33,319.00"
02.02.2025,02:00,10609.57,1471.28,4377.88,777.08,10035.38,2592.94,0.01,88.46,1294.4,976.45,"2,300.01","31,659.00"
02.02.2025,03:00,9624.03,1504.89,4377.65,671.78,10051.29,2673.86,0.01,88.86,1301.3,976.67,"2,466.00","30,649.00"
02.02.2025,04:00,8943.37,1374.26,4412.45,653.34,10101.8,2808.07,0.01,88.35,1301.54,982.8,"2,207.01","30,137.00"
02.02.2025,05:00,8762.26,1352.83,4510.37,604.11,10123.03,2829.48,0.05,89.04,1301.34,973.71,"2,025.10","29,969.00"
02.02.2025,06:00,9081.58,1155.19,4536.1,702.55,10104.66,2980.72,3.01,88.74,1302.17,980.67,"2,374.99","29,937.00"
02.02.2025,07:00,8895,1231.47,4512.18,869.17,10108.89,2907.19,44.73,89.68,1318.67,995.63,"2,600.01","30,085.00"
02.02.2025,08:00,6958.12,1359.61,4503.49,1062.54,9831.52,2735.13,480.12,82.58,1323.12,998.42,"2,400.99","30,788.00"
02.02.2025,09:00,4886.06,1255.14,4450.01,931.3,9368.68,2365.34,1580.09,73.19,1326.08,993.3,"1,799.97","32,015.00"
02.02.2025,10:00,4808.04,1331.2,4363.98,860.41,8051.64,1924.99,2055.87,72.3,1318.13,1006.88,"1,799.98","33,500.00"
02.02.2025,11:00,4506.12,1797.77,4265.99,770.17,7001.82,1633.12,2143.05,80.59,1309.65,1015.27,"1,615.99","34,027.00"
02.02.2025,12:00,4754.69,2098.89,4108.05,699.9,6110.9,1407.66,2119.98,80.89,1318.58,1001.49,"1,000.00","33,442.00"
02.02.2025,13:00,4553.75,2512.9,4128.21,744.1,6239.45,1306.23,2122.63,80.89,1308.67,995.01,750.00,"33,497.00"
02.02.2025,14:00,4627.15,2867.34,4116.48,726.71,6848.61,1114.65,2098.49,79.48,1293.79,1013.34,"1,600.01","33,562.00"
02.02.2025,15:00,5628.7,2986.66,4284.49,847.83,7654.83,976.08,1985.45,80.92,1291.18,1007.2,"1,345.62","33,813.00"
02.02.2025,16:00,8315,3412.26,4515.58,858.24,8834.48,1015.94,1303.59,87.63,1284.34,1009.56,"1,799.97","35,034.00"
02.02.2025,17:00,11223.65,4752.36,4670.32,1132.94,10023.8,1024.77,289.51,89.23,1284.27,1008.71,"2,603.00","37,077.00"
02.02.2025,18:00,13141.93,7175.16,4644.4,1491.47,10104.54,884.57,3.29,89.23,1305.3,1003.63,"3,000.00","39,076.00"
02.02.2025,19:00,13129.21,8017.01,4682.93,1405.31,10113.32,975.35,0.01,88.74,1325.27,1014.23,"3,000.00","39,401.00"
02.02.2025,20:00,13194.42,7391.58,4655.48,1349.99,10118.15,1028.27,0.01,87.54,1341.5,1006.07,"2,948.00","38,720.00"
02.02.2025,21:00,12981.76,6541.27,4637.07,1269.76,10110.08,1108.22,0.01,87.95,1332.07,1009.86,"2,861.33","37,854.00"
02.02.2025,22:00,12072.47,6631.31,4673.07,1102.6,10112.32,999.14,2.01,88.15,1363.13,1000.99,"2,400.02","37,090.00"
02.02.2025,23:00,11657.55,5741.59,4560.39,967.13,10125.57,736.14,0.01,88.23,1366.8,994.61,"2,498.90","35,795.00"
03.02.2025,00:00,11051.84,4447.82,4778.14,922.78,10130.74,685.86,0.01,88.03,1371.61,1023.13,"2,499.99","34,591.00"
03.02.2025,01:00,10542.4,3040.19,4804.47,766.79,8766.38,714.56,0.01,88.54,1374.31,1026.96,"2,585.77","32,545.00"
03.02.2025,02:00,10203.85,2021.91,4768.27,731.91,8769.55,728.72,0.01,87.64,1375.41,1030.68,"2,227.98","31,096.00"
03.02.2025,03:00,9842.47,1692.63,4768.58,648.54,10118.49,818.78,0.01,87.83,1377.22,1025.18,"1,875.00","30,381.00"
03.02.2025,04:00,10029.45,1453.02,4744.47,598.85,10124.08,860.16,0.01,88.94,1377.39,1023.54,"1,999.98","30,268.00"
03.02.2025,05:00,10374.47,1451.45,4774.03,631.82,10133.09,822.27,0.04,88.34,1378.96,1010.79,"2,207.80","30,890.00"
03.02.2025,06:00,11839.04,1693.46,4823.64,642.71,10127.29,667.31,4.23,87.24,1380.86,992.73,"2,499.99","32,246.00"
03.02.2025,07:00,13295.05,3447.03,4811.28,896.92,10143.19,588.09,43.98,91.34,1380.18,1018.27,"2,898.00","35,088.00"
03.02.2025,08:00,13827.92,7221.66,4651.37,1305.83,10142.25,591.2,485.78,87.9,1382.96,1013.47,"3,000.00","41,678.00"
03.02.2025,09:00,13349.56,6840.93,4590.21,1331.11,10130.74,602.62,1576.24,80.5,1369.12,1026.52,"2,990.01","44,827.00"
03.02.2025,10:00,13225.34,4318.26,4579.81,1187.54,10141.22,572.94,2019.36,86.32,1361.36,1051.1,"2,695.77","45,761.00"
03.02.2025,11:00,12322.17,3593.81,4580.51,915.62,10143.08,635.31,2116.36,86.71,1345.59,1059.57,"2,250.01","45,910.00"
03.02.2025,12:00,10019.99,3063.76,4395.39,892.16,10146.14,746.26,2115.21,86.92,1332.32,1064.37,"1,874.99","44,184.00"
03.02.2025,13:00,10277.83,2885.54,4304.77,904.85,10159.3,834.67,2172.01,86.52,1309.66,1057.55,"2,025.99","43,717.00"
03.02.2025,14:00,10939.07,3431.79,4344.02,942.46,10154.62,998.76,2150.96,82.62,1294.43,1049.53,"2,000.00","43,775.00"
03.02.2025,15:00,11785.8,4164.43,4383.05,1034.52,10143.4,1129.56,1999.73,85.42,1284.78,1046.01,"2,184.57","43,339.00"
03.02.2025,16:00,13177.97,6153.41,4229.67,1322.96,10054.35,1515.35,1341.41,88.92,1277.41,1049.47,"2,949.99","43,967.00"
03.02.2025,17:00,14142.05,9380.61,4159.14,1796.72,10118,1786.57,273.89,93.43,1286.19,1027.06,"3,000.00","45,048.00"
03.02.2025,18:00,14170.1,10581.37,4200.25,1890.16,10123.68,2215.1,2.83,92.63,1304.96,1019.05,"3,000.00","45,576.00"
03.02.2025,19:00,14183.5,9965.31,4236.18,1741,10137.97,2607,0.01,94.53,1318.62,1024.91,"3,000.00","45,059.00"
03.02.2025,20:00,14675.04,8406.03,4088.35,1520.8,10129.4,3019.69,0.01,93.95,1336.91,1021.85,"2,900.01","43,973.00"
03.02.2025,21:00,14425.7,7023.27,3982.17,1409.06,10136.47,3760.34,0.01,93.75,1344.31,1017.01,"2,700.01","42,708.00"
03.02.2025,22:00,13264.96,6275.8,3951.47,1164.57,10128.63,4331.69,0.01,93.96,1351.77,1019.81,"2,499.98","41,174.00"
03.02.2025,23:00,12067.8,5344.48,3881.66,1030.87,10142.49,4759.94,0.01,93.43,1359.07,997.69,"2,500.00","39,483.00"
04.02.2025,00:00,10679.93,3758.9,3827.16,1056.39,10102.77,5139.8,0.01,93.75,1361.54,982.47,"2,700.00","36,676.00"
04.02.2025,01:00,10408.43,2012.54,3867.23,888.28,9520.22,5540.91,0.01,93.55,1362.44,983.47,"2,310.11","34,948.00"
04.02.2025,02:00,9085.74,1576.78,3986.49,778.62,10096.58,5907.53,0.01,93.65,1365.47,982.25,"2,338.00","33,861.00"
04.02.2025,03:00,8037.9,1643.42,3952.77,675.87,10091.84,6196.86,0.01,92.61,1363.8,978.27,"2,435.00","33,311.00"
04.02.2025,04:00,7571.75,1673.77,3929.26,613.69,10084.23,6494.33,0.01,93.31,1353.96,970.84,"2,089.09","33,200.00"
04.02.2025,05:00,7893.75,1616.67,3967.91,595.69,8763.46,6690.7,0.04,90.21,1363.93,975.67,"1,999.98","33,478.00"
04.02.2025,06:00,8784.68,1710.59,4130.76,644.81,10104.32,6959.96,3.14,87.72,1364.82,990.47,"1,799.98","34,290.00"
04.02.2025,07:00,10435.56,2674.62,4270.8,797.51,10103.74,7183.35,44.39,94.42,1358.85,984.74,"2,298.51","36,273.00"
04.02.2025,08:00,12494.07,4169.06,4390.68,1266.63,10134.06,7383.71,432.72,95.51,1361.22,969.84,"2,965.00","42,262.00"
04.02.2025,09:00,12453.04,4249.52,4383.1,1304.61,10127.78,7338.57,1397.69,90.01,1321.22,960.54,"2,950.00","45,197.00"
04.02.2025,10:00,12071.33,3224.4,4447.13,960.6,10138.14,7286.24,1652.46,92.37,1334.51,963.27,"2,600.00","46,023.00"
04.02.2025,11:00,11422.2,2987.98,4442.2,841.2,10105.75,7367.68,1697.6,92.69,1333.22,949.65,"2,474.00","46,220.00"
04.02.2025,12:00,9724.26,2559.21,4413.22,766.67,10104.72,7312.09,1781.09,93.99,1325.97,976.75,"1,799.98","44,865.00"
04.02.2025,13:00,10840.62,2605.92,4447.54,723.22,8779.9,7235.45,1658.48,93.59,1318.16,962.33,"2,295.00","44,497.00"
04.02.2025,14:00,12009.27,3248.14,4378.34,826.78,8804.67,7350.28,1414.25,91.63,1315.6,959.06,"2,399.99","44,573.00"
04.02.2025,15:00,12765.93,4087.55,4550.26,937.03,10106.08,7609.04,825.3,96.13,1323.74,974.88,"2,550.01","44,093.00"
04.02.2025,16:00,12711.38,6027.14,4616.65,1164.04,10109,7865.02,444.41,96.13,1333.97,979.44,"2,900.00","44,553.00"
04.02.2025,17:00,12496.78,7915.98,4594.64,1681.68,10121.44,7959.27,95.22,96.83,1337.12,980.31,"2,990.00","45,341.00"
04.02.2025,18:00,12842.5,7620.98,4552.54,1805.23,10127.74,8023.55,3.13,97.13,1342.12,982.33,"2,885.78","45,455.00"
04.02.2025,19:00,13038.8,7050.47,4540.53,1559.61,10107.14,8038.05,0.01,97.03,1347,982.41,"2,598.01","44,917.00"
04.02.2025,20:00,12637.19,6616.42,4413.65,1265.99,10119.83,8099.75,0.01,93.76,1350.92,961.89,"2,204.99","44,059.00"
04.02.2025,21:00,11955.67,6017.8,4438.66,1203.91,10094.21,8124.72,0.01,93.95,1355.01,936.56,"2,530.01","43,063.00"
04.02.2025,22:00,10483.23,6020.6,4399.96,1092.38,10090.1,8148.28,0.01,93.45,1359.93,951.25,"2,338.00","41,793.00"
04.02.2025,23:00,9459.64,5248.97,4404.36,972.44,10073.83,8088.02,0.01,93.14,1361.27,965.2,"1,999.99","40,355.00"
05.02.2025,00:00,8613.09,3300.55,4414.55,869.93,10074.36,8256.59,0.01,93.23,1364.06,973.14,"2,450.00","37,193.00"
05.02.2025,01:00,7908.32,2152.91,4457.47,807.28,8730.68,8068.55,0.01,93.74,1368.63,977.57,"2,471.96","35,094.00"
05.02.2025,02:00,7339.08,1564.72,4447.44,783.18,8717.18,7884.39,0.01,93.04,1365.1,980.61,"1,999.98","34,195.00"
05.02.2025,03:00,6634.53,1501,4455.99,734.29,9932.88,8015.76,0.01,91.2,1364.35,964.58,"2,100.00","34,128.00"
05.02.2025,04:00,6444.94,1415.2,4386.85,623.73,9933.17,8111.67,0.01,92,1367.67,974.54,"2,100.01","34,018.00"
05.02.2025,05:00,6669.83,1477.29,4207.88,698.91,9927.43,8181.5,0.04,93.1,1375.9,977.17,"2,248.00","34,240.00"
05.02.2025,06:00,8000.66,1506.65,4245.83,705.71,8761.25,8358.15,1.77,92.6,1377.87,974.68,"2,248.00","35,189.00"
05.02.2025,07:00,10151.93,2023.24,4227.86,836.8,10061.87,8579.97,19.98,93.1,1377.93,962.95,"2,345.00","37,516.00"
05.02.2025,08:00,13115.1,3944.93,4195.79,1306.49,10089.46,8606.68,131.73,83.99,1351.27,945.24,"2,847.99","43,013.00"
05.02.2025,09:00,13885.1,5356.57,4061.27,1465.98,10091.98,8682.87,303.23,90.82,1371.23,936.95,"2,949.99","45,573.00"
05.02.2025,10:00,13619.32,5401.94,4119.9,1314.96,10099.83,8874.29,484.32,87.7,1367.18,941.75,"2,824.99","45,957.00"
05.02.2025,11:00,13281.35,5301.09,4233.75,1166.57,10104.14,8966.21,651.89,92.8,1359.55,933.47,"2,599.01","46,059.00"
05.02.2025,12:00,12353.22,4188.13,4191.24,1096.5,10106.95,9186.81,741.65,90.9,1351.61,947.43,"1,999.99","44,720.00"
05.02.2025,13:00,13074.88,4229.69,4254.34,1119.79,10109.75,9210.86,833.82,80.1,1314.11,937.66,"2,355.67","44,695.00"
05.02.2025,14:00,13141.72,5220.5,4405.09,1117.86,10102.47,9134.28,761.03,90.09,1342.95,923.48,"2,463.56","44,722.00"
05.02.2025,15:00,13119.48,6083.01,4443.93,1159.92,10072.2,9127.83,553.9,90.5,1340.25,944.34,"2,474.00","44,350.00"
05.02.2025,16:00,13198.75,6890.84,4417.26,1380.35,10081.88,9048.17,357.51,91.39,1355.32,952.66,"2,600.00","44,557.00"
05.02.2025,17:00,13127.97,7644.89,4363.27,1737.82,10103.36,9287.68,125.28,94.38,1363.73,957.45,"2,900.00","44,984.00"
05.02.2025,18:00,13498.79,7172.19,4221.72,1863.81,10111.5,9224.4,5.97,95.18,1367.46,957.86,"2,699.99","44,762.00"
05.02.2025,19:00,13725.14,6895.63,4161,1615.81,10140.55,8872.66,1.24,95.88,1371.55,956.34,"2,600.00","44,373.00"
05.02.2025,20:00,13837.55,5947.51,4155.43,1379.93,10108.22,8631.56,0.01,96.27,1375.16,947.49,"2,589.01","43,678.00"
05.02.2025,21:00,13296.18,5210.86,4169.97,1289.03,10068.55,8730.83,0.01,95.98,1378.11,941.82,"2,550.01","42,965.00"
05.02.2025,22:00,11190.49,6025,4162.78,1038.61,10053.14,8627.91,0.01,95.28,1370.97,939.17,"2,317.00","41,924.00"
05.02.2025,23:00,10053.73,5279.64,4134.66,901.29,10036.34,8601.43,0.01,94.49,1376.07,914.7,"2,295.00","40,722.00"
06.02.2025,00:00,9531.9,3459.25,4083.48,776.68,9858.07,8528.58,0.01,94.45,1378.98,925.28,"2,535.66","39,975.00"
06.02.2025,01:00,8603.37,2249.99,4006.65,742.78,9847.26,8469.59,0.01,94.54,1376.64,924.29,"2,472.00","37,125.00"
06.02.2025,02:00,7779.58,1869.48,3937.61,727.94,9878.87,8403.73,0.01,94.13,1381.78,923.93,"2,113.00","35,226.00"
06.02.2025,03:00,7089.4,1555.53,4086.37,648.72,9984.91,8564.11,0.01,94.33,1375.48,924.42,"1,874.99","34,910.00"
06.02.2025,04:00,6555.59,1427.65,4215.72,589.28,10016.94,8834.44,0.01,94.03,1380.23,917.95,"1,874.99","34,607.00"
06.02.2025,05:00,6794.26,1514.08,4190.03,567.61,9990.95,8735.94,0.02,94.23,1378.53,927.55,"1,875.00","34,719.00"
06.02.2025,06:00,8628.21,1186.47,4136.87,604.32,9990.95,8505.78,0.93,94.33,1378.87,929.89,"2,298.26","37,083.00"
06.02.2025,07:00,11523.29,1258.16,4147.37,752.93,10003.38,8159.49,13.15,97.89,1378.01,939.31,"2,472.00","40,502.00"
06.02.2025,08:00,14286.54,3624.42,4138.88,1289.38,9996.69,7969.25,205.83,97.69,1380.61,942.39,"2,949.99","47,095.00"
06.02.2025,09:00,14292.18,4619.48,4116.44,1408.99,9995.73,8119.18,696.9,85.89,1372.52,949.08,"2,950.00","49,420.00"
06.02.2025,10:00,13952.35,4095.46,4131.55,1118.56,9966.6,8069.96,1277.64,85.99,1369.37,963.68,"2,799.98","49,691.00"
06.02.2025,11:00,13156.84,3557.72,4142.98,1012.88,10019.24,8369.74,1695.06,81.68,1364.21,966.57,"2,599.01","49,868.00"
06.02.2025,12:00,12250.89,2127.22,4104.24,849.58,10030.14,8575.44,1752.39,93.77,1364.29,970.99,"2,163.00","48,412.00"
06.02.2025,13:00,12483.69,2380.75,3983,812.7,10028.23,8920.8,1760.67,96.59,1359.61,940.89,"2,208.00","48,267.00"
06.02.2025,14:00,12528.19,2668.83,3917.93,846.17,9987.47,9307.91,1717.86,78.89,1339.53,936.76,"2,466.01","48,547.00"
06.02.2025,15:00,12815.53,2754.83,3998.94,836.16,10011.47,9641.48,1584.56,92.78,1347.21,967.27,"2,598.01","48,730.00"
06.02.2025,16:00,13451.99,4349.9,4118.17,1076.71,10012.8,9714.1,880.66,93.47,1349.8,973.82,"2,798.01","48,982.00"
06.02.2025,17:00,14181.23,5839.42,4054.3,1519.84,10003.39,9725.77,238.62,90.67,1353.42,971.46,"2,950.00","49,396.00"
